# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-03T10:25:01Z
# N: 10000000  M: 20 (converged=true, min=8, max=20)  mode: in-memory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
# M4 Combinatorial RG Flow (Q_topo in Alexandrov intervals)
volume,n_prisms,local_phase_sq,local_mass_sq,local_q,local_alpha
17880,261,2080,11631,0.178832,0.007116
441,1,9,9,1.000000,0.039789
25609,439,3081,19145,0.160930,0.006403
4486,19,396,608,0.651316,0.025915
25750,440,3363,19581,0.171748,0.006834
1727,8,125,486,0.257202,0.010234
3693,24,251,1088,0.230699,0.009179
906,2,13,97,0.134021,0.005333
2264,11,86,559,0.153846,0.006121
9530,103,841,4794,0.175428,0.006980
6386,46,429,1648,0.260316,0.010358
1899,5,74,219,0.337900,0.013445
36138,525,4274,21443,0.199319,0.007931
2287,9,32,360,0.088889,0.003537
972,3,46,174,0.264368,0.010519
718,4,35,171,0.204678,0.008144
3196,18,149,809,0.184178,0.007328
1365,3,26,50,0.520000,0.020690
2202,11,91,447,0.203579,0.008100
4933,21,211,691,0.305355,0.012150
23641,381,2596,16428,0.158023,0.006288
1775,9,40,175,0.228571,0.009095
16816,256,1645,11328,0.145215,0.005778
8100,58,1222,2074,0.589200,0.023444
27742,485,3560,21397,0.166378,0.006620
26746,482,3374,20622,0.163612,0.006510
6413,57,472,2422,0.194880,0.007754
3012,31,174,894,0.194631,0.007744
4316,38,288,1612,0.178660,0.007109
40809,475,3946,19582,0.201512,0.008018
23827,328,2738,14840,0.184501,0.007341
2890,18,172,737,0.233379,0.009286
5278,48,466,1826,0.255203,0.010154
13951,170,1416,7155,0.197904,0.007874
2261,7,203,203,1.000000,0.039789
125894,3001,22875,142156,0.160915,0.006403
812,2,61,61,1.000000,0.039789
34406,593,5130,25516,0.201050,0.008000
5125,41,288,1983,0.145234,0.005779
2498,7,138,274,0.503650,0.020040
12807,175,1132,8011,0.141306,0.005622
6805,64,474,2778,0.170626,0.006789
2365,6,43,383,0.112272,0.004467
2360,10,184,216,0.851852,0.033894
15922,233,1601,10600,0.151038,0.006010
766,1,16,81,0.197531,0.007860
34349,593,4612,26750,0.172411,0.006860
83543,1884,14142,84860,0.166651,0.006631
14813,206,1774,9150,0.193880,0.007714
1214,3,19,27,0.703704,0.027999
4576,28,290,1702,0.170388,0.006780
4056,29,290,1335,0.217228,0.008643
643,3,5,81,0.061728,0.002456
29456,529,4142,25558,0.162063,0.006448
53460,1083,8494,49014,0.173297,0.006895
19819,293,2346,14411,0.162792,0.006477
79475,1759,13755,82723,0.166278,0.006616
50057,907,7172,42163,0.170102,0.006768
60519,1211,9597,58602,0.163766,0.006516
12640,161,1229,7734,0.158909,0.006323
14085,90,1765,3291,0.536311,0.021339
54801,1144,8541,53304,0.160232,0.006375
268718,7116,54515,321175,0.169736,0.006754
42352,774,6202,37039,0.167445,0.006662
48737,991,8476,46590,0.181927,0.007239
6603,65,607,3088,0.196567,0.007821
10912,134,1050,5642,0.186104,0.007405
581,1,1,9,0.111111,0.004421
487,1,16,36,0.444444,0.017684
6856,77,677,3303,0.204965,0.008155
22117,323,2129,16055,0.132607,0.005276
26145,316,2744,12327,0.222601,0.008857
52591,1111,8463,48506,0.174473,0.006942
2788,13,241,323,0.746130,0.029688
18295,259,2073,12796,0.162004,0.006446
13843,183,1341,7872,0.170351,0.006778
44066,642,5012,25753,0.194618,0.007744
2976,13,253,439,0.576310,0.022931
1207,1,1,25,0.040000,0.001592
930,2,1,25,0.040000,0.001592
532,1,25,25,1.000000,0.039789
123130,2811,21188,129632,0.163447,0.006503
9586,93,711,4219,0.168523,0.006705
36320,572,4392,24166,0.181743,0.007231
6707,44,1080,1500,0.720000,0.028648
1031,2,32,32,1.000000,0.039789
7826,82,1015,3703,0.274102,0.010906
321,1,4,100,0.040000,0.001592
1136,1,1,25,0.040000,0.001592
1969,11,121,362,0.334254,0.013300
6227,48,232,2861,0.081091,0.003226
79786,1789,14047,83327,0.168577,0.006707
48165,953,7153,43867,0.163061,0.006488
11310,154,1511,8350,0.180958,0.007200
2586,7,77,329,0.234043,0.009312
7206,40,308,1775,0.173521,0.006904
49456,978,8018,44402,0.180577,0.007185
2433,17,175,919,0.190424,0.007577
1273,3,62,218,0.284404,0.011316
60993,1234,9721,58133,0.167220,0.006653
66531,1190,13533,47563,0.284528,0.011321
16913,234,2519,11181,0.225293,0.008964
2973,10,54,143,0.377622,0.015025
15266,226,1587,10264,0.154618,0.006152
1014,1,25,121,0.206612,0.008221
2004,2,13,25,0.520000,0.020690
14719,211,1604,8761,0.183084,0.007285
35406,624,4968,30985,0.160336,0.006380
16935,223,1662,9620,0.172765,0.006874
967,4,90,159,0.566038,0.022522
20583,322,2424,14745,0.164395,0.006541
25191,439,3142,20753,0.151400,0.006024
75174,1622,12826,75121,0.170738,0.006793
104613,2220,17787,102177,0.174080,0.006926
54427,1097,8440,48064,0.175599,0.006987
14063,204,1404,8559,0.164038,0.006527
16757,242,2487,9807,0.253594,0.010090
1379,10,44,259,0.169884,0.006759
7644,46,998,1513,0.659617,0.026245
85438,1916,14769,85565,0.172606,0.006868
3190,22,125,755,0.165563,0.006588
112861,2656,21073,120425,0.174989,0.006963
4674,27,468,1461,0.320329,0.012745
51786,1075,8686,51002,0.170307,0.006776
928,4,13,141,0.092199,0.003668
299,1,36,121,0.297521,0.011838
11887,83,1163,3002,0.387408,0.015414
5153,47,311,2223,0.139901,0.005566
1507,5,196,236,0.830508,0.033045
5872,56,313,2528,0.123813,0.004926
2101,4,36,131,0.274809,0.010934
12319,147,1107,6706,0.165076,0.006568
3740,21,246,457,0.538293,0.021418
97694,2149,16587,98619,0.168193,0.006692
2126,10,64,258,0.248062,0.009870
1744,5,120,304,0.394737,0.015706
477,1,25,25,1.000000,0.039789
22725,227,2483,9998,0.248350,0.009882
13971,239,1891,10690,0.176894,0.007038
3060,13,214,426,0.502347,0.019988
33890,528,4502,21184,0.212519,0.008456
9187,92,660,4193,0.157405,0.006263
10637,87,840,3806,0.220704,0.008782
12556,142,1202,6692,0.179617,0.007147
36934,727,5533,33296,0.166176,0.006612
14389,117,1777,3832,0.463727,0.018451
18784,305,2336,14282,0.163563,0.006508
172265,4015,33545,177665,0.188810,0.007513
41374,816,6611,37013,0.178613,0.007107
412,1,25,25,1.000000,0.039789
27987,507,3432,23993,0.143042,0.005691
2467,9,38,338,0.112426,0.004473
3704,16,159,792,0.200758,0.007988
337,1,9,9,1.000000,0.039789
14572,151,1113,5268,0.211276,0.008406
10625,119,1214,4650,0.261075,0.010388
3986,16,178,439,0.405467,0.016133
22887,355,2518,15637,0.161028,0.006407
40657,740,5522,34731,0.158993,0.006326
103803,2168,16643,97416,0.170845,0.006798
752,2,20,25,0.800000,0.031831
6635,80,615,3225,0.190698,0.007588
1098,1,4,36,0.111111,0.004421
5300,47,343,2011,0.170562,0.006786
595,2,9,117,0.076923,0.003061
4361,34,205,1669,0.122828,0.004887
11778,145,1137,6373,0.178409,0.007099
40279,760,6230,35172,0.177130,0.007048
24661,354,2772,17587,0.157616,0.006271
931,2,16,100,0.160000,0.006366
839,3,22,170,0.129412,0.005149
2476,12,377,457,0.824945,0.032824
5048,36,803,1181,0.679932,0.027054
1107,1,9,9,1.000000,0.039789
2056,9,76,545,0.139450,0.005549
5165,46,458,2080,0.220192,0.008761
13395,136,1240,5910,0.209814,0.008348
668,1,9,9,1.000000,0.039789
68990,1511,11053,70688,0.156363,0.006221
35537,632,4800,29353,0.163527,0.006507
18089,252,1958,11492,0.170379,0.006779
28535,486,3347,21861,0.153104,0.006092
39069,761,6341,35059,0.180867,0.007196
2317,8,116,204,0.568627,0.022625
1152,4,3,164,0.018293,0.000728
49999,978,7055,46480,0.151786,0.006039
13679,190,1327,8512,0.155898,0.006203
1507,4,61,264,0.231061,0.009194
825,1,4,36,0.111111,0.004421
53297,1089,7745,51372,0.150763,0.005999
1095,2,61,61,1.000000,0.039789
7904,89,693,3886,0.178332,0.007096
10945,104,938,5408,0.173447,0.006901
7980,97,921,4368,0.210852,0.008390
2371,9,100,359,0.278552,0.011083
15305,205,1406,9275,0.151590,0.006032
64616,1287,9642,61775,0.156083,0.006210
3720,25,195,1280,0.152344,0.006062
41045,763,5952,35207,0.169057,0.006727
120385,2950,22866,134216,0.170367,0.006779
344,1,25,25,1.000000,0.039789
23733,368,2758,17005,0.162188,0.006453
22665,399,2964,17543,0.168956,0.006723
49671,926,7511,41144,0.182554,0.007264
20141,227,2180,8827,0.246970,0.009827
674,4,79,79,1.000000,0.039789
26391,448,3296,20339,0.162053,0.006448
11938,143,1000,6867,0.145624,0.005794
6228,59,606,2871,0.211076,0.008398
44838,778,6459,34594,0.186709,0.007429
2471,13,95,508,0.187008,0.007441
282,1,36,36,1.000000,0.039789
14577,235,1766,10797,0.163564,0.006508
79517,1752,13544,80124,0.169038,0.006726
7433,53,417,2431,0.171534,0.006825
7716,75,600,3495,0.171674,0.006831
114564,2624,20465,119742,0.170909,0.006800
73443,1418,12060,61488,0.196136,0.007804
13318,200,1301,8611,0.151086,0.006012
2776,11,242,267,0.906367,0.036063
40504,684,5456,29255,0.186498,0.007421
42174,818,6411,38121,0.168175,0.006691
2549,14,83,439,0.189066,0.007523
2581,13,115,450,0.255556,0.010168
2512,17,399,837,0.476703,0.018967
23337,384,2956,17274,0.171124,0.006809
33878,639,5155,30618,0.168365,0.006699
4637,38,230,1605,0.143302,0.005702
4145,29,160,1372,0.116618,0.004640
1417,3,14,61,0.229508,0.009132
1205,3,81,177,0.457627,0.018208
85340,1926,15262,90046,0.169491,0.006744
29422,534,3731,24939,0.149605,0.005953
20258,317,2509,14402,0.174212,0.006932
12894,179,1146,7785,0.147206,0.005857
4754,45,323,2391,0.135090,0.005375
28692,535,3519,23874,0.147399,0.005865
4920,27,169,884,0.191176,0.007607
16415,214,2013,9491,0.212096,0.008439
42011,740,4900,33801,0.144966,0.005768
1758,4,11,95,0.115789,0.004607
2204,2,18,18,1.000000,0.039789
61225,1313,9869,61396,0.160743,0.006396
14458,218,1778,10208,0.174177,0.006930
3296,20,291,754,0.385942,0.015356
8230,100,659,3981,0.165536,0.006586
96266,2180,16595,99477,0.166822,0.006638
1529,7,52,245,0.212245,0.008445
4568,11,375,418,0.897129,0.035696
50410,986,8051,45003,0.178899,0.007118
60608,1254,9655,55421,0.174212,0.006932
3557,24,106,793,0.133670,0.005319
1191,5,20,85,0.235294,0.009362
289189,7355,63256,329520,0.191964,0.007638
3914,29,198,1571,0.126034,0.005015
8379,86,734,4001,0.183454,0.007299
10169,117,921,5242,0.175696,0.006991
803,3,29,101,0.287129,0.011424
26457,441,3084,19217,0.160483,0.006385
2247,20,149,725,0.205517,0.008177
5718,59,286,2106,0.135802,0.005403
8780,78,662,3775,0.175364,0.006978
2607,18,128,768,0.166667,0.006631
33599,607,5087,26372,0.192894,0.007675
12805,191,1592,9222,0.172631,0.006869
16792,141,1517,6177,0.245588,0.009772
1713,3,18,66,0.272727,0.010851
1147,1,25,25,1.000000,0.039789
12133,163,1584,8101,0.195531,0.007780
9240,61,760,2782,0.273185,0.010870
10345,85,1435,3431,0.418245,0.016641
50649,876,7608,37155,0.204764,0.008147
2417,11,83,563,0.147425,0.005866
227,2,25,125,0.200000,0.007958
30084,511,3483,21680,0.160655,0.006392
1003,2,1,61,0.016393,0.000652
10307,108,820,4808,0.170549,0.006786
868,5,90,186,0.483871,0.019253
148559,3540,26695,160222,0.166613,0.006629
5928,27,253,1019,0.248283,0.009879
6904,42,396,1570,0.252229,0.010036
5057,40,546,1716,0.318182,0.012660
57145,1172,8991,52261,0.172040,0.006845
67723,1502,11405,68642,0.166152,0.006611
3650,27,199,1147,0.173496,0.006903
6649,44,643,1274,0.504710,0.020082
1961,2,8,113,0.070796,0.002817
2788,12,189,390,0.484615,0.019282
9186,101,725,4844,0.149670,0.005955
23107,381,3550,17287,0.205357,0.008171
2372,9,57,329,0.173252,0.006893
2897,11,64,513,0.124756,0.004964
12657,108,1363,4535,0.300551,0.011959
259669,7039,52570,314048,0.167395,0.006660
3402,15,173,425,0.407059,0.016196
2483,7,62,93,0.666667,0.026526
22413,337,2547,16128,0.157924,0.006284
24953,418,3325,19635,0.169340,0.006738
13636,186,1338,8978,0.149031,0.005930
10087,86,636,3551,0.179104,0.007126
15626,194,1383,8470,0.163282,0.006497
56743,1129,8344,52543,0.158803,0.006319
35277,375,4346,13383,0.324740,0.012921
252,1,9,9,1.000000,0.039789
5447,21,492,659,0.746586,0.029706
5744,52,495,2125,0.232941,0.009268
4760,29,222,1266,0.175355,0.006977
45709,924,6935,44143,0.157103,0.006251
8453,80,729,3155,0.231062,0.009194
4135,23,166,1134,0.146384,0.005824
66064,1384,10119,63486,0.159389,0.006342
53562,1114,8664,50738,0.170760,0.006794
89393,2104,15884,96532,0.164546,0.006547
1507,6,31,315,0.098413,0.003916
48941,847,7132,36594,0.194895,0.007755
15966,242,2214,11622,0.190501,0.007580
85185,1697,14821,75107,0.197332,0.007852
7041,81,632,3563,0.177379,0.007058
40799,703,5211,34000,0.153265,0.006098
2513,12,145,489,0.296524,0.011798
64903,1385,10369,64810,0.159991,0.006366
4292,23,280,839,0.333731,0.013279
9757,119,805,4944,0.162824,0.006479
1211,2,4,52,0.076923,0.003061
8759,78,665,3363,0.197740,0.007868
20747,310,2009,13764,0.145960,0.005808
355,1,1,9,0.111111,0.004421
37828,657,5761,29918,0.192560,0.007662
1988,7,35,163,0.214724,0.008544
39648,505,5082,20120,0.252584,0.010050
61352,1283,9165,59432,0.154210,0.006136
5562,59,422,2582,0.163439,0.006503
15783,202,1499,9763,0.153539,0.006109
1946,9,39,292,0.133562,0.005314
123711,3026,22736,141010,0.161237,0.006415
15195,189,1233,9348,0.131900,0.005248
1564,6,61,68,0.897059,0.035693
3196,27,180,1129,0.159433,0.006344
20777,313,2935,12408,0.236541,0.009412
5542,37,372,1944,0.191358,0.007614
11320,140,945,5270,0.179317,0.007135
98936,2091,16840,94982,0.177297,0.007054
9585,101,1484,3681,0.403151,0.016041
25227,408,2722,17838,0.152596,0.006072
9270,57,854,1983,0.430661,0.017135
893,1,16,36,0.444444,0.017684
63108,1357,10586,63709,0.166162,0.006611
305,1,36,64,0.562500,0.022381
18931,311,2443,14847,0.164545,0.006547
19781,188,2248,7216,0.311530,0.012395
1999,8,118,162,0.728395,0.028982
52876,1104,8038,51565,0.155881,0.006202
2027,9,70,419,0.167064,0.006647
35224,609,4481,26084,0.171791,0.006835
25566,464,3510,21931,0.160047,0.006368
871,3,6,125,0.048000,0.001910
314,1,4,36,0.111111,0.004421
929,2,53,85,0.623529,0.024809
57312,1187,8949,52953,0.168999,0.006724
1545,6,47,439,0.107062,0.004260
4127,20,262,524,0.500000,0.019894
41765,718,5784,32421,0.178403,0.007098
17501,281,2212,12642,0.174972,0.006962
5827,72,595,3084,0.192931,0.007676
8239,96,646,4347,0.148608,0.005913
731,3,18,77,0.233766,0.009301
580,1,1,9,0.111111,0.004421
128560,3169,23672,144962,0.163298,0.006497
1949,9,71,390,0.182051,0.007244
55012,1029,7823,44263,0.176739,0.007032
12769,174,1120,7741,0.144684,0.005757
4681,40,371,1629,0.227747,0.009062
55802,1161,8349,55010,0.151772,0.006039
2563,15,57,788,0.072335,0.002878
514,1,1,25,0.040000,0.001592
63248,1368,10057,62330,0.161351,0.006420
84111,1889,13794,86779,0.158956,0.006325
1241,3,61,61,1.000000,0.039789
50871,1007,7005,47200,0.148411,0.005905
11368,121,931,5729,0.162507,0.006466
1654,8,135,207,0.652174,0.025949
7124,71,486,2844,0.170886,0.006799
811,5,102,102,1.000000,0.039789
68847,1406,11605,61442,0.188877,0.007515
4995,34,180,1524,0.118110,0.004699
15080,211,2072,8453,0.245120,0.009753
564,2,9,90,0.100000,0.003979
1246,8,66,430,0.153488,0.006107
60591,1157,8565,53296,0.160706,0.006394
7403,77,652,3155,0.206656,0.008223
45214,760,5918,32964,0.179529,0.007143
720,1,4,64,0.062500,0.002487
43104,734,6033,30683,0.196624,0.007823
2382,11,257,305,0.842623,0.033527
2167,4,106,106,1.000000,0.039789
7138,66,694,3019,0.229877,0.009147
15859,197,1674,8937,0.187311,0.007453
54831,1091,8043,51539,0.156057,0.006209
2009,13,61,567,0.107584,0.004281
43573,876,6787,41894,0.162004,0.006446
25503,290,2804,11456,0.244763,0.009739
1976,5,37,101,0.366337,0.014576
2807,23,175,775,0.225806,0.008985
419,1,4,36,0.111111,0.004421
1627,4,27,135,0.200000,0.007958
1269,3,17,77,0.220779,0.008785
11923,103,1047,4351,0.240634,0.009575
43880,826,6432,37111,0.173318,0.006896
81462,1848,14160,81433,0.173885,0.006919
11527,149,1120,6239,0.179516,0.007143
9149,53,650,1374,0.473071,0.018823
184,1,0,36,0.000000,0.000000
8239,116,1019,5411,0.188320,0.007493
15473,188,1650,7126,0.231546,0.009213
13949,187,1584,9238,0.171466,0.006822
19617,312,2292,13759,0.166582,0.006628
10664,121,781,5333,0.146447,0.005827
782,1,1,81,0.012346,0.000491
1319,3,59,99,0.595960,0.023712
758,1,4,64,0.062500,0.002487
1224,6,62,214,0.289720,0.011528
775,1,9,9,1.000000,0.039789
3035,26,197,1311,0.150267,0.005979
1330,7,39,158,0.246835,0.009821
761,1,9,9,1.000000,0.039789
10077,97,802,4165,0.192557,0.007662
98399,2256,18123,104793,0.172941,0.006881
5889,38,290,1793,0.161740,0.006435
1688,4,6,158,0.037975,0.001511
548,3,50,50,1.000000,0.039789
2705,10,167,390,0.428205,0.017038
2433,13,156,551,0.283122,0.011265
7836,79,637,3688,0.172722,0.006872
1586,1,16,16,1.000000,0.039789
47107,874,7621,37708,0.202106,0.008042
112638,2665,20450,126344,0.161860,0.006440
5298,46,474,2673,0.177329,0.007056
8961,92,755,4655,0.162191,0.006453
943,3,5,50,0.100000,0.003979
17870,237,1598,10073,0.158642,0.006312
24265,323,2625,13068,0.200872,0.007992
885,1,1,9,0.111111,0.004421
7911,76,478,3749,0.127501,0.005073
4438,42,355,2066,0.171830,0.006837
9119,99,784,4285,0.182964,0.007280
1964,7,103,356,0.289326,0.011512
13979,120,1087,5219,0.208277,0.008287
764,2,0,100,0.000000,0.000000
4415,32,204,1170,0.174359,0.006938
15458,235,1874,10273,0.182420,0.007258
38032,737,5145,33075,0.155556,0.006189
36217,483,4949,19665,0.251665,0.010013
6472,53,854,1872,0.456197,0.018151
16098,241,1738,11487,0.151301,0.006020
25008,443,3090,19111,0.161687,0.006433
1618,3,100,116,0.862069,0.034301
727,1,16,16,1.000000,0.039789
21957,312,2695,14575,0.184906,0.007357
9458,113,992,5670,0.174956,0.006961
5146,25,459,535,0.857944,0.034137
7523,79,477,2852,0.167251,0.006655
26731,450,3268,20906,0.156319,0.006220
71379,1303,10701,57800,0.185138,0.007366
5163,52,625,2555,0.244618,0.009733
46239,892,7158,38855,0.184223,0.007330
9036,83,958,4042,0.237011,0.009430
2548,23,188,1102,0.170599,0.006788
22911,334,2779,15312,0.181492,0.007221
42925,855,7045,38831,0.181427,0.007219
18459,237,1724,9142,0.188580,0.007503
2720,16,59,664,0.088855,0.003535
2990,17,149,806,0.184864,0.007355
104133,2301,17163,106675,0.160891,0.006402
6903,60,334,2879,0.116013,0.004616
12151,119,1009,4770,0.211530,0.008417
216657,5764,44677,266547,0.167614,0.006669
14271,145,2345,4772,0.491408,0.019553
6151,66,565,3348,0.168757,0.006715
15412,220,1745,10403,0.167740,0.006674
46751,914,6922,43205,0.160213,0.006375
46848,905,6705,41741,0.160633,0.006391
1194,5,37,196,0.188776,0.007511
595,1,16,16,1.000000,0.039789
58849,1216,9098,56692,0.160481,0.006385
14511,165,1056,6750,0.156444,0.006225
2998,12,84,312,0.269231,0.010712
45219,879,6937,39944,0.173668,0.006910
32752,606,4126,27661,0.149163,0.005935
5256,56,429,2749,0.156057,0.006209
4290,41,292,2186,0.133577,0.005315
37942,685,5590,33304,0.167848,0.006678
7580,79,609,3712,0.164062,0.006528
58820,1162,9129,55765,0.163705,0.006514
2642,20,97,872,0.111239,0.004426
3194,13,129,418,0.308612,0.012279
4015,19,197,653,0.301685,0.012004
6065,53,456,2382,0.191436,0.007617
74583,1634,13137,77525,0.169455,0.006742
19994,291,2351,13039,0.180305,0.007174
6644,50,444,2305,0.192625,0.007664
74331,1638,11952,75889,0.157493,0.006266
2019,8,131,223,0.587444,0.023374
1707,8,78,213,0.366197,0.014571
753,3,34,34,1.000000,0.039789
4180,32,307,1326,0.231523,0.009212
98753,2231,17318,103146,0.167898,0.006680
32036,606,4245,27832,0.152522,0.006069
32858,607,4713,27387,0.172089,0.006847
1738,4,25,316,0.079114,0.003148
4083,23,280,877,0.319270,0.012703
557,2,26,289,0.089965,0.003580
65396,1432,11111,68658,0.161831,0.006439
1187,1,0,49,0.000000,0.000000
3306,10,177,269,0.657993,0.026181
74278,1618,12815,77344,0.165688,0.006593
1706,4,68,84,0.809524,0.032210
8633,62,475,2032,0.233760,0.009301
1693,3,94,94,1.000000,0.039789
1599,4,42,186,0.225806,0.008985
1619,5,43,131,0.328244,0.013060
9744,59,478,2257,0.211786,0.008427
14501,186,1371,8876,0.154461,0.006146
2617,12,65,581,0.111876,0.004451
1103,1,9,25,0.360000,0.014324
7191,30,591,973,0.607400,0.024168
13678,178,970,8334,0.116391,0.004631
4415,19,368,526,0.699620,0.027837
31709,542,4437,23516,0.188680,0.007507
1796,8,36,275,0.130909,0.005209
31424,517,4295,23840,0.180159,0.007168
4218,25,198,1294,0.153014,0.006088
1042,2,13,41,0.317073,0.012616
33888,612,4773,28802,0.165718,0.006594
2322,8,73,189,0.386243,0.015368
7285,77,397,2916,0.136145,0.005417
144426,3319,25866,147946,0.174834,0.006956
997,2,25,25,1.000000,0.039789
670,1,9,9,1.000000,0.039789
4771,43,296,1920,0.154167,0.006134
16346,222,1791,10595,0.169042,0.006726
6840,49,466,2610,0.178544,0.007104
4509,27,223,828,0.269324,0.010716
3477,21,130,1094,0.118830,0.004728
27270,496,3637,22423,0.162200,0.006454
14146,167,1375,7842,0.175338,0.006976
989,1,4,16,0.250000,0.009947
1277,4,5,141,0.035461,0.001411
20603,315,2471,15080,0.163859,0.006520
789,1,9,9,1.000000,0.039789
9361,71,1365,2392,0.570652,0.022706
63137,1347,11221,63618,0.176381,0.007018
9558,114,1093,5639,0.193829,0.007712
2603,19,155,802,0.193267,0.007690
2983,16,102,808,0.126238,0.005023
4480,17,225,442,0.509050,0.020254
2607,8,13,148,0.087838,0.003495
415,1,1,9,0.111111,0.004421
39078,681,4679,31759,0.147328,0.005862
1281,5,35,115,0.304348,0.012110
709,1,9,9,1.000000,0.039789
1015,4,47,59,0.796610,0.031696
2068,9,112,227,0.493392,0.019631
5792,46,265,1904,0.139181,0.005538
8702,92,924,3856,0.239627,0.009534
65812,1429,11565,68421,0.169027,0.006725
3095,17,234,391,0.598465,0.023812
20086,302,2408,14274,0.168698,0.006712
36434,694,5150,32291,0.159487,0.006346
21843,358,2655,16839,0.157670,0.006273
23674,317,2671,13820,0.193271,0.007690
6737,61,587,1961,0.299337,0.011910
5782,60,562,2624,0.214177,0.008522
56720,1169,8228,54071,0.152170,0.006055
6700,66,545,2559,0.212974,0.008474
3820,23,224,682,0.328446,0.013068
17476,258,2408,10664,0.225806,0.008985
41709,781,5530,37808,0.146265,0.005820
2563,9,112,804,0.139303,0.005543
52373,1038,8385,49373,0.169830,0.006757
