# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-03T10:25:01Z
# N: 10000000  M: 20 (converged=true, min=8, max=20)  mode: in-memory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
# M4 Combinatorial RG Flow (Q_topo in Alexandrov intervals)
volume,n_prisms,local_phase_sq,local_mass_sq,local_q,local_alpha
30921,536,3749,23731,0.157979,0.006286
5774,65,595,2366,0.251479,0.010006
21127,318,2156,14788,0.145794,0.005801
3685,13,95,664,0.143072,0.005693
16186,245,2256,11532,0.195630,0.007784
2163,10,35,388,0.090206,0.003589
584,2,26,106,0.245283,0.009760
21172,331,2607,15410,0.169176,0.006731
782,1,4,9,0.444444,0.017684
1817,2,1,72,0.013889,0.000553
172968,3817,32389,166664,0.194337,0.007732
1092,1,16,16,1.000000,0.039789
84588,1736,14741,73831,0.199659,0.007944
13985,192,1460,9007,0.162096,0.006450
102580,2231,17755,101312,0.175251,0.006973
53021,1030,8074,51149,0.157853,0.006281
6372,65,493,3068,0.160691,0.006394
2310,11,122,549,0.222222,0.008842
406,1,16,16,1.000000,0.039789
13759,208,1640,8707,0.188354,0.007494
18662,273,1868,11940,0.156449,0.006225
42971,861,6320,39994,0.158024,0.006288
654,1,25,25,1.000000,0.039789
5589,47,431,1748,0.246568,0.009811
175440,4682,35202,213744,0.164692,0.006553
18876,276,1917,12747,0.150388,0.005984
12168,156,1350,7348,0.183723,0.007310
22163,352,2910,17233,0.168862,0.006719
42753,734,8700,30260,0.287508,0.011440
41901,807,7280,34040,0.213866,0.008509
2337,10,199,516,0.385659,0.015345
283,1,9,9,1.000000,0.039789
29652,500,3901,22993,0.169660,0.006751
1986,8,70,389,0.179949,0.007160
32405,557,4011,26034,0.154068,0.006130
52773,1045,7398,46289,0.159822,0.006359
8590,82,640,3933,0.162726,0.006475
34296,601,4364,28105,0.155275,0.006178
3363,22,287,1219,0.235439,0.009368
91364,1776,13854,80808,0.171443,0.006822
363,1,9,9,1.000000,0.039789
38825,753,5010,32333,0.154950,0.006165
2159,6,31,167,0.185629,0.007386
920,2,13,25,0.520000,0.020690
40866,668,4895,30386,0.161094,0.006410
5337,50,306,2307,0.132640,0.005278
35602,574,4714,26124,0.180447,0.007180
894,1,4,16,0.250000,0.009947
12402,184,1414,7650,0.184837,0.007354
1996,7,50,290,0.172414,0.006860
42902,837,6340,38280,0.165622,0.006590
1308,5,68,84,0.809524,0.032210
51197,1055,7313,49758,0.146971,0.005848
495,2,34,34,1.000000,0.039789
5952,67,389,3071,0.126669,0.005040
255,1,1,25,0.040000,0.001592
28533,475,3311,22223,0.148990,0.005928
14151,193,1341,10142,0.132222,0.005261
13278,131,1009,4948,0.203921,0.008114
50147,983,7326,46894,0.156225,0.006216
44878,890,7145,41944,0.170346,0.006778
2047,8,36,345,0.104348,0.004152
1724,9,168,196,0.857143,0.034105
26940,467,3427,20547,0.166788,0.006636
2134,10,106,354,0.299435,0.011914
7168,67,714,3475,0.205468,0.008175
16908,251,2180,11630,0.187446,0.007458
18042,249,1990,11083,0.179554,0.007144
6964,59,568,2265,0.250773,0.009978
9553,108,650,4763,0.136469,0.005430
4317,27,158,1355,0.116605,0.004640
5995,36,224,1347,0.166295,0.006617
23941,331,2813,14653,0.191974,0.007638
6817,78,670,3601,0.186059,0.007403
1642,6,16,268,0.059701,0.002375
51164,983,7464,43129,0.173062,0.006886
1136,2,20,52,0.384615,0.015303
21364,304,2370,15155,0.156384,0.006222
4908,48,236,2201,0.107224,0.004266
18366,168,1629,6841,0.238123,0.009475
22469,391,3025,17872,0.169259,0.006735
1489,5,96,148,0.648649,0.025809
130,1,9,169,0.053254,0.002119
18657,264,1751,12160,0.143997,0.005729
1228,4,19,219,0.086758,0.003452
474,1,9,81,0.111111,0.004421
53028,983,7661,47707,0.160584,0.006389
2284,8,113,161,0.701863,0.027926
12788,105,1392,4120,0.337864,0.013443
47038,928,7061,44276,0.159477,0.006345
9671,91,606,3884,0.156025,0.006208
212,1,16,16,1.000000,0.039789
80677,1786,12616,85618,0.147352,0.005863
3267,33,252,1192,0.211409,0.008412
21045,319,2377,13813,0.172084,0.006847
490,1,25,25,1.000000,0.039789
4318,32,174,1670,0.104192,0.004146
65497,1345,10868,61181,0.177637,0.007068
2182,9,159,435,0.365517,0.014543
71977,1555,11710,72054,0.162517,0.006466
107005,2412,17499,110333,0.158602,0.006311
13943,94,822,2814,0.292111,0.011623
15260,147,1483,6437,0.230387,0.009167
11912,153,927,6510,0.142396,0.005666
4104,24,371,1343,0.276247,0.010992
636,1,1,49,0.020408,0.000812
5945,40,426,1402,0.303852,0.012090
7475,71,758,4226,0.179366,0.007137
70154,1384,13075,58755,0.222534,0.008854
2690,11,224,224,1.000000,0.039789
1337,2,25,116,0.215517,0.008575
4819,26,469,776,0.604381,0.024048
429,1,1,25,0.040000,0.001592
9463,54,887,1735,0.511239,0.020342
160266,3843,27853,172597,0.161376,0.006421
61825,1060,9544,47497,0.200939,0.007995
21145,335,2647,16214,0.163254,0.006496
3965,37,246,1239,0.198547,0.007900
509,2,13,128,0.101562,0.004041
118651,2416,20917,107757,0.194113,0.007723
26409,344,3120,13283,0.234887,0.009346
88016,1973,15025,91347,0.164483,0.006545
7015,79,463,3022,0.153210,0.006096
5507,35,676,1772,0.381490,0.015179
3156,15,102,517,0.197292,0.007850
58768,1196,9814,58719,0.167135,0.006650
2376,7,138,195,0.707692,0.028158
49146,1052,8502,51780,0.164195,0.006533
7441,98,650,3919,0.165859,0.006599
30142,381,4794,14714,0.325812,0.012964
9615,105,811,5072,0.159897,0.006362
5727,33,566,1243,0.455350,0.018118
742,1,1,49,0.020408,0.000812
24733,344,2859,16886,0.169312,0.006737
1031,5,39,251,0.155378,0.006182
120144,2900,22450,137465,0.163314,0.006498
792,3,18,182,0.098901,0.003935
4058,26,335,1112,0.301259,0.011987
92528,2106,16120,95004,0.169677,0.006751
6055,50,505,2614,0.193191,0.007687
609,2,25,25,1.000000,0.039789
10460,120,785,5918,0.132646,0.005278
29230,548,4278,26109,0.163852,0.006519
9366,115,820,4790,0.171190,0.006811
11552,121,954,5097,0.187169,0.007447
10676,114,1018,5883,0.173041,0.006885
6533,44,441,1830,0.240984,0.009588
17774,227,1748,9466,0.184661,0.007347
2202,10,82,429,0.191142,0.007605
3194,17,218,635,0.343307,0.013660
1125,5,22,129,0.170543,0.006786
1364,3,2,101,0.019802,0.000788
832,1,16,16,1.000000,0.039789
956,2,18,18,1.000000,0.039789
8268,74,743,3228,0.230173,0.009158
11060,145,958,6196,0.154616,0.006152
2129,9,89,533,0.166979,0.006644
2420,13,62,674,0.091988,0.003660
2950,12,81,507,0.159763,0.006357
6294,44,277,1394,0.198709,0.007906
5586,38,625,925,0.675676,0.026884
75958,1749,15988,76085,0.210133,0.008361
104838,2454,17746,118216,0.150115,0.005973
658,1,9,9,1.000000,0.039789
3125,17,196,526,0.372624,0.014826
9208,112,649,5460,0.118864,0.004729
1644,3,43,83,0.518072,0.020613
9195,107,768,4783,0.160569,0.006389
1267,5,17,113,0.150442,0.005986
81462,1888,14945,85214,0.175382,0.006978
4428,25,214,953,0.224554,0.008935
2951,19,220,1050,0.209524,0.008337
7368,92,682,4406,0.154789,0.006159
562,1,4,16,0.250000,0.009947
89919,1627,15169,69482,0.218316,0.008686
6598,61,329,2613,0.125909,0.005010
22204,359,2601,15990,0.162664,0.006472
46467,875,6563,40608,0.161618,0.006431
1401,9,242,242,1.000000,0.039789
28444,454,3315,20925,0.158423,0.006303
26213,455,3329,21322,0.156130,0.006212
338,1,16,16,1.000000,0.039789
296,1,25,25,1.000000,0.039789
488,1,4,16,0.250000,0.009947
38471,702,5165,32133,0.160738,0.006396
8882,100,747,4406,0.169542,0.006746
20581,299,2200,14425,0.152513,0.006068
15491,192,1480,8814,0.167915,0.006681
17022,266,2039,12165,0.167612,0.006669
4377,20,519,921,0.563518,0.022422
5633,51,390,2169,0.179806,0.007154
40398,757,5822,35958,0.161911,0.006442
3986,21,156,740,0.210811,0.008388
3958,34,218,1514,0.143989,0.005729
33163,500,3855,21065,0.183005,0.007282
31934,557,4299,27495,0.156356,0.006221
3821,28,118,1193,0.098910,0.003936
2590,10,129,434,0.297235,0.011827
73043,1594,11314,72192,0.156721,0.006236
12253,167,1283,7625,0.168262,0.006695
23353,308,3453,11897,0.290241,0.011548
2855,13,293,409,0.716381,0.028504
64899,1354,11012,63063,0.174619,0.006948
2444,6,35,260,0.134615,0.005356
11480,136,1017,5630,0.180639,0.007187
1753,6,23,159,0.144654,0.005756
4522,21,230,637,0.361068,0.014366
22176,292,1851,12224,0.151423,0.006025
32338,584,4052,25378,0.159666,0.006353
28512,509,4203,21660,0.194044,0.007721
4603,43,357,1441,0.247745,0.009857
2436,9,153,266,0.575188,0.022886
6078,64,571,2965,0.192580,0.007663
15816,206,1700,8599,0.197697,0.007866
27181,338,4657,10737,0.433734,0.017258
1908,8,57,152,0.375000,0.014921
85777,1601,13755,72860,0.188787,0.007512
21722,330,2612,15020,0.173901,0.006919
17093,239,1701,10109,0.168266,0.006695
43093,822,5809,38221,0.151985,0.006047
8463,108,1407,3626,0.388031,0.015439
3846,16,370,421,0.878860,0.034969
107759,2544,19978,117446,0.170104,0.006768
24954,392,3094,16852,0.183598,0.007305
1615,8,210,756,0.277778,0.011052
757,1,0,49,0.000000,0.000000
21579,307,2593,15409,0.168278,0.006696
2846,1,4,64,0.062500,0.002487
7120,52,651,1214,0.536244,0.021336
128135,2934,23343,132183,0.176596,0.007027
60797,1285,9995,60074,0.166378,0.006620
16725,263,2424,12243,0.197991,0.007878
110022,2273,17125,103215,0.165916,0.006602
2154,10,57,413,0.138015,0.005491
49133,974,7012,45448,0.154286,0.006139
4487,28,577,986,0.585193,0.023284
754,2,20,52,0.384615,0.015303
2474,17,98,590,0.166102,0.006609
11050,123,808,5767,0.140108,0.005575
122277,2954,21643,136767,0.158247,0.006296
85007,1930,14488,88191,0.164280,0.006536
995,3,34,97,0.350515,0.013947
1375,1,4,36,0.111111,0.004421
1046,4,46,223,0.206278,0.008208
15727,180,1913,6688,0.286035,0.011381
6272,59,414,2874,0.144050,0.005732
3981,30,277,1408,0.196733,0.007828
2034,4,68,143,0.475524,0.018921
894,5,35,123,0.284553,0.011322
7501,81,926,4497,0.205915,0.008193
2744,17,128,878,0.145786,0.005801
2604,17,198,607,0.326194,0.012979
8231,68,705,2799,0.251876,0.010022
16375,223,1586,10977,0.144484,0.005749
5044,41,267,1778,0.150169,0.005975
9662,86,930,3141,0.296084,0.011781
9950,127,1147,5971,0.192095,0.007643
4116,33,311,1278,0.243349,0.009683
22917,216,2496,6869,0.363372,0.014458
14272,140,1514,5409,0.279904,0.011137
21598,259,2663,12202,0.218243,0.008684
2698,14,363,626,0.579872,0.023072
7877,82,689,3680,0.187228,0.007450
11497,150,1040,6507,0.159828,0.006359
1286,3,5,77,0.064935,0.002584
6196,52,396,1954,0.202661,0.008064
19629,230,1928,9987,0.193051,0.007681
34659,594,4779,24759,0.193021,0.007680
4682,28,295,1417,0.208186,0.008283
30754,403,5159,17157,0.300694,0.011964
15682,181,3142,7141,0.439994,0.017507
17680,265,2230,12900,0.172868,0.006878
7504,77,537,3262,0.164623,0.006550
690,1,16,64,0.250000,0.009947
2706,16,140,792,0.176768,0.007033
13735,181,1412,7796,0.181119,0.007206
7157,47,735,1219,0.602953,0.023991
28507,367,3735,14885,0.250924,0.009984
4397,28,660,1335,0.494382,0.019671
2267,11,262,299,0.876254,0.034865
6203,53,400,2127,0.188058,0.007483
505,1,4,81,0.049383,0.001965
8749,98,823,4697,0.175218,0.006972
1652,8,68,240,0.283333,0.011273
6878,71,556,3037,0.183075,0.007284
2350,8,102,317,0.321767,0.012803
860,1,4,9,0.444444,0.017684
1109,3,6,82,0.073171,0.002911
14549,227,1805,9999,0.180518,0.007183
655,1,9,49,0.183673,0.007308
73582,1547,12580,69137,0.181958,0.007240
3665,25,181,1045,0.173206,0.006892
7313,52,414,2859,0.144806,0.005762
4158,28,174,1380,0.126087,0.005017
239833,6226,48006,283201,0.169512,0.006745
10357,127,1108,6123,0.180957,0.007200
16096,227,1773,10686,0.165918,0.006602
52699,1069,8187,49919,0.164006,0.006526
516,2,13,85,0.152941,0.006085
95697,1727,18366,70798,0.259414,0.010322
1916,5,75,75,1.000000,0.039789
618,5,75,75,1.000000,0.039789
3866,24,111,937,0.118463,0.004714
57933,1147,8770,50561,0.173454,0.006902
11035,174,1324,9582,0.138176,0.005498
189,1,9,9,1.000000,0.039789
2950,5,74,123,0.601626,0.023938
134673,2894,32214,119509,0.269553,0.010725
118995,2836,22214,129608,0.171394,0.006820
2872,9,67,346,0.193642,0.007705
2095,8,29,377,0.076923,0.003061
31341,537,3956,23207,0.170466,0.006783
221,1,4,16,0.250000,0.009947
4811,47,378,2455,0.153971,0.006126
1571,5,33,109,0.302752,0.012046
2413,2,18,18,1.000000,0.039789
48868,780,7584,33227,0.228248,0.009082
36970,633,5026,31581,0.159146,0.006332
22434,328,2506,14626,0.171339,0.006817
9166,99,857,4724,0.181414,0.007218
21419,319,2284,13230,0.172638,0.006869
705,2,41,113,0.362832,0.014437
67712,1412,10288,64870,0.158594,0.006310
23547,379,2695,16184,0.166522,0.006626
8769,92,1239,3347,0.370182,0.014729
2413,16,83,770,0.107792,0.004289
6454,27,561,663,0.846154,0.033667
1233,4,33,106,0.311321,0.012387
2654,14,52,552,0.094203,0.003748
1053,3,35,99,0.353535,0.014067
17124,251,1532,11170,0.137153,0.005457
4252,43,765,1287,0.594406,0.023651
93753,2202,17091,104888,0.162945,0.006483
37654,531,4366,22469,0.194312,0.007731
1455,4,15,238,0.063025,0.002508
140,1,16,16,1.000000,0.039789
9968,129,974,5763,0.169009,0.006725
10471,109,866,5170,0.167505,0.006665
21517,368,2343,15995,0.146483,0.005828
6590,42,326,1629,0.200123,0.007963
8826,63,870,1574,0.552732,0.021993
23422,285,2136,12755,0.167464,0.006663
6315,33,264,1214,0.217463,0.008653
3113,17,252,530,0.475472,0.018918
9799,118,783,5132,0.152572,0.006071
6596,54,506,1826,0.277108,0.011026
590,1,16,16,1.000000,0.039789
827,2,61,61,1.000000,0.039789
35866,648,4852,30473,0.159223,0.006335
84045,1938,15047,89926,0.167326,0.006658
141843,3474,27745,159831,0.173590,0.006907
55050,1177,8749,53628,0.163142,0.006491
46439,929,7039,44107,0.159589,0.006350
15468,223,1657,11115,0.149078,0.005932
14658,174,1289,7505,0.171752,0.006834
1242,2,5,157,0.031847,0.001267
8788,104,625,5098,0.122597,0.004878
35769,742,5588,32259,0.173223,0.006892
25319,414,2917,18021,0.161867,0.006440
1945,10,58,543,0.106814,0.004250
43936,851,6357,38081,0.166934,0.006642
39553,511,5095,20870,0.244130,0.009714
2454,25,124,1177,0.105353,0.004192
985,2,61,61,1.000000,0.039789
63116,1285,9923,60894,0.162955,0.006484
14946,102,1245,4620,0.269481,0.010722
28068,511,3794,23408,0.162081,0.006449
931,1,36,36,1.000000,0.039789
32629,565,4123,24941,0.165310,0.006577
27986,448,3608,21589,0.167122,0.006650
1211,4,42,171,0.245614,0.009773
34689,636,5216,28508,0.182966,0.007280
889,1,9,9,1.000000,0.039789
49525,1040,8357,44169,0.189205,0.007528
20696,318,2590,14515,0.178436,0.007100
33463,506,4084,21263,0.192071,0.007642
3147,28,186,1233,0.150852,0.006002
34333,542,4791,22083,0.216954,0.008632
27099,446,2854,19431,0.146879,0.005844
2184,10,55,511,0.107632,0.004283
9404,98,809,3731,0.216832,0.008627
20113,232,2688,8393,0.320267,0.012743
1613,6,105,169,0.621302,0.024721
1794,6,16,287,0.055749,0.002218
2409,14,68,574,0.118467,0.004714
1079,3,54,70,0.771429,0.030694
5441,44,275,1990,0.138191,0.005498
20435,314,2275,14445,0.157494,0.006266
21277,274,3531,11434,0.308816,0.012287
10159,104,989,4310,0.229466,0.009130
16783,131,1496,4785,0.312644,0.012440
32463,596,4359,28845,0.151118,0.006013
107266,2187,18824,97200,0.193663,0.007706
20067,210,2160,8048,0.268390,0.010679
2240,13,58,619,0.093700,0.003728
30355,365,3469,15400,0.225260,0.008963
28361,480,3644,20423,0.178426,0.007099
1276,2,10,50,0.200000,0.007958
2140,7,81,401,0.201995,0.008037
9394,89,819,3975,0.206038,0.008198
2411,11,234,298,0.785235,0.031244
33983,596,4509,28239,0.159673,0.006353
1076,1,16,16,1.000000,0.039789
16838,185,3669,6826,0.537504,0.021387
96258,1998,17451,85515,0.204069,0.008120
5049,31,282,1548,0.182171,0.007248
1600,9,45,346,0.130058,0.005175
8995,95,707,5119,0.138113,0.005495
9186,106,759,5185,0.146384,0.005824
3580,14,279,494,0.564777,0.022472
4598,32,262,1525,0.171803,0.006836
3025,19,141,954,0.147799,0.005881
2106,11,88,527,0.166983,0.006644
9432,98,905,4900,0.184694,0.007349
708,1,16,49,0.326531,0.012992
27761,430,3673,19008,0.193234,0.007689
158179,3560,27750,164120,0.169084,0.006728
17472,165,2176,5842,0.372475,0.014820
21173,272,2149,11867,0.181090,0.007205
1667,4,38,70,0.542857,0.021600
25421,444,3528,20344,0.173417,0.006900
21982,305,2683,14231,0.188532,0.007501
22811,364,2646,16702,0.158424,0.006303
46883,938,7000,44447,0.157491,0.006266
29558,524,4195,25298,0.165823,0.006598
27204,503,3320,22333,0.148659,0.005915
14336,182,1619,10017,0.161625,0.006431
3654,20,276,1224,0.225490,0.008972
5449,39,360,1569,0.229446,0.009129
14780,211,1591,8945,0.177865,0.007077
34101,597,4937,27833,0.177379,0.007058
8116,62,550,3469,0.158547,0.006308
47865,939,6904,44651,0.154621,0.006152
52880,923,7272,45809,0.158746,0.006316
12876,142,1094,7350,0.148844,0.005922
35630,646,4967,27457,0.180901,0.007198
8654,97,798,4610,0.173102,0.006888
41509,669,6415,28780,0.222898,0.008869
16704,234,1678,9456,0.177453,0.007061
3370,18,123,931,0.132116,0.005257
24991,373,2689,16320,0.164767,0.006556
11308,93,1354,3408,0.397300,0.015808
22271,313,2568,12741,0.201554,0.008020
169481,4296,32974,198270,0.166309,0.006617
4026,24,399,487,0.819302,0.032599
3693,16,291,376,0.773936,0.030794
4562,18,128,480,0.266667,0.010610
25662,283,2979,9777,0.304695,0.012123
12754,183,1320,8871,0.148799,0.005921
55969,976,8954,42393,0.211214,0.008404
2537,15,184,386,0.476684,0.018967
27913,447,4018,21050,0.190879,0.007595
1145,5,41,261,0.157088,0.006250
667,2,2,34,0.058824,0.002341
4055,33,381,1523,0.250164,0.009954
279145,7359,57632,338116,0.170450,0.006782
56193,1140,8157,51717,0.157724,0.006276
4238,40,286,1992,0.143574,0.005713
13292,179,1641,8149,0.201374,0.008012
5849,32,617,843,0.731910,0.029122
12224,139,928,6799,0.136491,0.005431
4770,24,175,818,0.213936,0.008512
1339,3,29,101,0.287129,0.011424
47174,944,7358,45736,0.160880,0.006401
14510,225,1502,9120,0.164693,0.006553
19362,307,2736,14667,0.186541,0.007422
27809,452,3843,20307,0.189245,0.007530
8878,121,899,5031,0.178692,0.007110
12044,151,1255,6648,0.188779,0.007511
1752,4,49,104,0.471154,0.018747
5066,39,285,2056,0.138619,0.005515
1837,6,34,210,0.161905,0.006442
4696,23,267,792,0.337121,0.013414
2836,11,147,544,0.270221,0.010752
26108,441,3093,19722,0.156830,0.006240
26173,395,3481,16499,0.210982,0.008395
15475,132,2087,5589,0.373412,0.014858
24647,397,2836,17593,0.161200,0.006414
8967,90,541,3785,0.142933,0.005687
12497,137,1083,5476,0.197772,0.007869
67319,1465,11043,67655,0.163225,0.006495
120788,2598,20788,110602,0.187953,0.007478
377,1,1,25,0.040000,0.001592
2761,12,98,359,0.272981,0.010862
28734,359,3246,13425,0.241788,0.009620
1487,9,42,389,0.107969,0.004296
2150,8,28,321,0.087227,0.003471
1199,2,9,73,0.123288,0.004905
7680,89,790,3986,0.198194,0.007886
3715,16,412,458,0.899563,0.035792
30080,448,4093,19810,0.206613,0.008221
52986,967,7590,41558,0.182636,0.007267
1704,3,45,254,0.177165,0.007049
2335,7,69,113,0.610619,0.024296
1052,2,20,52,0.384615,0.015303
2876,13,67,339,0.197640,0.007864
1310,4,57,57,1.000000,0.039789
4156,32,119,1485,0.080135,0.003188
10046,84,925,3610,0.256233,0.010195
14429,209,1759,9416,0.186810,0.007433
48736,814,7410,33089,0.223941,0.008910
3578,20,205,808,0.253713,0.010095
838,2,52,292,0.178082,0.007086
53328,1078,7803,48933,0.159463,0.006345
1334,1,25,25,1.000000,0.039789
1791,10,113,437,0.258581,0.010289
3681,34,424,1818,0.233223,0.009280
76246,1646,14048,77538,0.181176,0.007209
12506,162,1474,8302,0.177548,0.007064
121024,2768,22665,129408,0.175144,0.006969
9136,86,890,3676,0.242111,0.009633
15877,244,1898,10747,0.176607,0.007027
96959,1831,16271,79650,0.204281,0.008128
4106,28,249,1141,0.218230,0.008683
28180,516,4065,23458,0.173288,0.006895
6603,35,380,1606,0.236613,0.009415
1738,4,86,106,0.811321,0.032281
1872,8,36,461,0.078091,0.003107
4228,28,240,1325,0.181132,0.007207
9156,45,853,1256,0.679140,0.027022
30445,445,3901,18819,0.207291,0.008248
31160,526,3851,24056,0.160085,0.006370
4252,25,251,577,0.435009,0.017308
13824,182,1422,7696,0.184771,0.007352
15880,139,1782,5879,0.303113,0.012060
54278,928,8118,40212,0.201880,0.008033
27635,349,2853,14601,0.195398,0.007775
5119,24,360,695,0.517986,0.020610
6018,57,436,2658,0.164033,0.006527
1734,5,22,142,0.154930,0.006164
11928,171,1383,7973,0.173460,0.006902
951,2,25,25,1.000000,0.039789
194,1,49,49,1.000000,0.039789
10048,128,922,5956,0.154802,0.006159
39267,768,5661,34231,0.165376,0.006580
33522,601,4434,29137,0.152178,0.006055
1591,7,43,338,0.127219,0.005062
40941,726,5484,32968,0.166343,0.006619
1037,2,18,74,0.243243,0.009678
1684,7,32,328,0.097561,0.003882
9269,52,605,2301,0.262929,0.010462
9936,131,1209,7348,0.164535,0.006547
861,4,9,97,0.092784,0.003692
113564,2787,20425,128457,0.159003,0.006327
902,4,15,139,0.107914,0.004294
23827,347,2769,18180,0.152310,0.006060
25173,397,2621,18549,0.141301,0.005622
29692,548,3949,24672,0.160060,0.006369
1151,2,5,125,0.040000,0.001592
72431,1610,11676,74108,0.157554,0.006269
1115,2,8,100,0.080000,0.003183
51721,1050,7593,51569,0.147240,0.005858
3898,23,235,1014,0.231755,0.009221
1010,2,2,130,0.015385,0.000612
1230,3,17,105,0.161905,0.006442
49048,954,7000,42385,0.165153,0.006571
3850,12,184,384,0.479167,0.019065
8079,77,630,4017,0.156833,0.006240
1098,3,77,101,0.762376,0.030334
2531,19,91,807,0.112763,0.004487
405,1,9,9,1.000000,0.039789
21453,345,2939,17165,0.171221,0.006813
4914,40,309,1777,0.173889,0.006919
27554,506,3858,22651,0.170324,0.006777
125886,2778,22490,123623,0.181924,0.007239
2252,7,21,325,0.064615,0.002571
1613,4,118,118,1.000000,0.039789
34585,652,5081,29189,0.174072,0.006926
820,1,9,9,1.000000,0.039789
26821,443,3142,19779,0.158855,0.006321
1446,2,5,97,0.051546,0.002051
1165,2,45,45,1.000000,0.039789
8272,65,396,2930,0.135154,0.005378
17608,215,1319,9565,0.137899,0.005487
28725,363,3836,14246,0.269269,0.010714
1804,4,21,254,0.082677,0.003290
53763,954,8183,41454,0.197400,0.007854
1419,7,134,402,0.333333,0.013263
21027,376,2827,18164,0.155638,0.006193
3565,20,429,1243,0.345133,0.013732
78296,1805,13426,84600,0.158700,0.006314
19941,300,2364,14759,0.160173,0.006373
6066,53,435,2740,0.158759,0.006317
18221,284,2553,11982,0.213070,0.008478
40389,746,6155,37204,0.165439,0.006583
91162,1996,15598,89047,0.175166,0.006970
38979,719,5544,34625,0.160116,0.006371
34787,537,4451,24241,0.183615,0.007306
16808,210,1868,8742,0.213681,0.008502
53627,1159,9035,54762,0.164987,0.006565
2731,17,120,483,0.248447,0.009885
30026,497,4212,23801,0.176967,0.007041
19976,313,2332,14554,0.160231,0.006375
1984,7,64,312,0.205128,0.008162
1983,7,135,284,0.475352,0.018914
37283,718,5893,33742,0.174649,0.006949
9603,108,824,4678,0.176144,0.007009
2564,12,81,357,0.226891,0.009028
10252,100,1127,3931,0.286695,0.011407
67346,1453,10983,68233,0.160963,0.006405
12299,179,1348,8483,0.158906,0.006323
19403,286,2496,13549,0.184220,0.007330
17778,271,1992,13390,0.148768,0.005919
3130,11,250,509,0.491159,0.019543
2281,3,66,66,1.000000,0.039789
6060,55,452,2188,0.206581,0.008220
8889,88,676,3587,0.188458,0.007499
41325,832,6181,38087,0.162286,0.006457
5253,28,620,870,0.712644,0.028355
22333,318,2503,15423,0.162290,0.006457
49362,1094,8098,48673,0.166376,0.006620
9277,86,584,4048,0.144269,0.005740
5478,41,345,1667,0.206959,0.008235
51985,783,7138,30854,0.231348,0.009205
53714,1028,8246,46824,0.176106,0.007007
1685,9,51,363,0.140496,0.005590
2460,4,50,86,0.581395,0.023133
76841,1652,21081,63877,0.330025,0.013131
120366,2808,21690,128926,0.168236,0.006694
53936,874,7281,36840,0.197638,0.007864
3420,22,145,1020,0.142157,0.005656
11686,136,913,5160,0.176938,0.007040
7596,80,536,4072,0.131631,0.005237
33311,640,5165,28931,0.178528,0.007103
5303,37,314,1616,0.194307,0.007731
834,1,16,36,0.444444,0.017684
46252,839,7160,34756,0.206008,0.008197
579,2,52,52,1.000000,0.039789
16941,241,2020,10738,0.188117,0.007485
70459,1419,11355,61483,0.184685,0.007348
926,2,26,130,0.200000,0.007958
26925,439,3481,20761,0.167670,0.006671
2182,9,86,446,0.192825,0.007672
4578,15,93,518,0.179537,0.007144
65060,995,8803,41307,0.213112,0.008479
2979,20,259,650,0.398462,0.015854
67560,1348,9863,60756,0.162338,0.006459
2492,13,129,519,0.248555,0.009890
17505,161,2252,6059,0.371678,0.014789
14029,171,1151,8058,0.142839,0.005683
8417,45,765,1593,0.480226,0.019108
1946,5,102,122,0.836066,0.033266
1065,2,1,25,0.040000,0.001592
38350,685,5684,32013,0.177553,0.007065
1015,5,32,205,0.156098,0.006211
34003,567,6083,22628,0.268826,0.010696
545,2,50,50,1.000000,0.039789
2595,21,117,735,0.159184,0.006334
2586,21,383,439,0.872437,0.034713
2654,4,14,90,0.155556,0.006189
89537,1867,14594,81512,0.179041,0.007124
107690,2232,18006,98035,0.183669,0.007308
4887,20,146,632,0.231013,0.009192
2498,8,160,460,0.347826,0.013840
2391,7,81,235,0.344681,0.013714
1523,9,220,288,0.763889,0.030394
110256,2355,19100,104125,0.183433,0.007299
222,1,36,100,0.360000,0.014324
20519,300,2378,14809,0.160578,0.006389
2114,9,55,326,0.168712,0.006713
3306,16,251,330,0.760606,0.030264
2401,6,131,151,0.867550,0.034519
567,2,9,45,0.200000,0.007958
41909,802,5574,35999,0.154838,0.006161
645,1,9,81,0.111111,0.004421
16081,180,2089,6266,0.333387,0.013265
124136,2784,21094,123999,0.170114,0.006769
587,1,9,25,0.360000,0.014324
20096,317,2022,13639,0.148251,0.005899
10534,116,923,5346,0.172652,0.006870
1360,2,50,58,0.862069,0.034301
3113,21,307,771,0.398184,0.015843
5023,26,395,1081,0.365402,0.014539
17661,219,2029,9860,0.205781,0.008188
6651,40,605,1649,0.366889,0.014598
62589,1210,9597,52488,0.182842,0.007275
460,2,34,34,1.000000,0.039789
15078,207,1297,8629,0.150307,0.005981
